precision,recall,f1_score,support
0.990726429675425,0.8295944779982743,0.9030288800187837,2318
0.870940170940171,0.8792062122519413,0.8750536711034779,2318
0.9887310142087212,0.8705780845556514,0.9259004358797889,2318
0.9831618334892422,0.9068162208800691,0.9434470377019749,2318
0.9415384615384615,0.9240724762726489,0.9327237099934683,2318
0.9480984340044742,0.9141501294219154,0.9308148473533934,2318
0.9138370118845501,0.9288179465056083,0.9212665810868637,2318
0.937227550130776,0.9275237273511648,0.9323503902862099,2318
0.9845866417561887,0.909404659188956,0.945503476115721,2318
0.8194182092935398,0.9357204486626403,0.873716012084592,2318
0.990632318501171,0.9124245038826575,0.9499214013024927,2318
0.9687358405074762,0.9223468507333908,0.9449723756906077,2318
0.9660633484162896,0.9210526315789473,0.9430212014134275,2318
0.9717162032598274,0.8744607420189818,0.9205267938237965,2318
0.97005444646098,0.9223468507333908,0.9455992923485184,2318
0.9847080630213161,0.9167385677308024,0.949508489722967,2318
0.8929450369155045,0.9391716997411562,0.915475189234651,2318
0.918805216659655,0.9421915444348576,0.9303514376996804,2318
0.7521193624957613,0.9568593615185504,0.842225175621796,2318
0.9582222222222222,0.9301121656600517,0.9439579684763573,2318
0.9608888888888889,0.9327006039689387,0.9465849387040279,2318
0.9465381244522348,0.9318377911993098,0.9391304347826087,2318
0.9605911330049262,0.9253666954270923,0.942649967040211,2318
0.8795811518324608,0.9421915444348576,0.9098104561549677,2318
0.9361979166666666,0.9305435720448663,0.9333621808740805,2318
0.9359139784946237,0.9387402933563417,0.9373250053844496,2318
0.9341085271317829,0.9357204486626403,0.9349137931034484,2318
0.9824074074074074,0.9154443485763589,0.9477445288075033,2318
0.9632255206025698,0.9378774805867127,0.9503825136612023,2318
0.9142024156601416,0.9469370146678171,0.9302818393727484,2318
