precision,recall,f1_score,support
0.9428199189345686,0.9972439136426274,0.9692685467668726,6531
0.9569826394223383,0.9537589955596386,0.9553680981595091,6531
0.9559341950646298,0.9964783340989128,0.9757852912512183,6531
0.967814036656236,0.994487827285255,0.9809696420480291,6531
0.9732278673562519,0.9796355841371919,0.9764212132773751,6531
0.9699123072270941,0.9822385545858214,0.9760365157854698,6531
0.9745880178653935,0.9689174705251876,0.9717444717444718,6531
0.974370709382151,0.9779513091410198,0.976157725813847,6531
0.9686940966010733,0.9949471750114837,0.981645139360979,6531
0.9759754917768462,0.926810595620885,0.9507578732427551,6531
0.9697646708370569,0.9969376818251416,0.9831634579086448,6531
0.9728997289972899,0.9894350022967386,0.9810976998405829,6531
0.9724356077722549,0.9885163068442812,0.9804100227790434,6531
0.9569717580955197,0.9909661613841678,0.9736723333834812,6531
0.9729119638826185,0.9898943500229674,0.9813296903460837,6531
0.9711552832162607,0.9949471750114837,0.9829072757525336,6531
0.9780065512400562,0.9600367478180983,0.9689383402874363,6531
0.9792954264524104,0.9704486296126168,0.9748519572406369,6531
0.9830508474576272,0.8880722707089267,0.933150993484032,6531
0.9754508258827095,0.9856071045781657,0.9805026656511804,6531
0.9763600545537202,0.9865258000306232,0.9814166031987814,6531
0.9759403075985991,0.981319859133364,0.9786226904870972,6531
0.973851269649335,0.9865258000306232,0.9801475621814864,6531
0.9789506754633993,0.9542183432858674,0.966426300690083,6531
0.9754010695187165,0.977491961414791,0.9764453961456102,6531
0.9782342121397916,0.9771857295973052,0.9777096897740329,6531
0.9771717481231806,0.9765732659623335,0.9768724153775463,6531
0.9706981611601136,0.9941815954677691,0.9822995461422087,6531
0.9781553398058253,0.9872913795743378,0.9827021260382535,6531
0.980924317617866,0.9684581227989588,0.9746513598890516,6531
