train_loss,train_accuracy,val_loss,val_accuracy
0.22856486683701305,93.3996383363472,0.19212976157022038,95.33280596677591
0.2017705047850044,93.61155063291139,0.17790475653873072,93.42298564809583
0.1858395391074809,94.09471066907776,0.16758954534374124,96.34987004181264
0.15177498830593517,95.66003616636527,0.13106174637034212,97.15222058989717
0.14346614625527243,95.95671338155515,0.12619039531555964,96.50808000904057
0.1372038686536859,96.03017631103074,0.13233815766066956,96.44027573737145
0.13372131244399016,96.188404159132,0.12951561827346575,95.84133800429427
0.131917066120999,96.3381555153707,0.12901433838678777,96.47417787320602
0.1276852038417813,96.38618896925858,0.13620422535287818,97.25392699740084
0.1249891707663564,96.30142405063292,0.1615863685234845,92.91445361057747
0.1236465673853271,96.50768535262206,0.11745565635212463,97.47994123629789
0.12217756078509483,96.4737793851718,0.11817851808699344,97.18612272573172
0.12060926422463296,96.45117540687161,0.11855886757320208,97.08441631822805
0.1186149430580801,96.39466546112116,0.17757860006992338,96.04475081930161
0.11692010091573916,96.4737793851718,0.11320935914681542,97.22002486156627
0.11430785251077379,96.6376582278481,0.1198402848764718,97.44603910046332
0.1143796035487737,96.61787974683544,0.12251758240431333,95.45711379816929
0.11139640156819636,96.60092676311031,0.1113450581060468,96.30466719403323
0.11018625072710499,96.70829566003617,0.1785257260630028,90.60910837382755
0.1084760217817928,96.80153707052442,0.11110249991870398,97.10701774211775
0.10606341470524695,96.67721518987342,0.10459278754407553,97.24262628545598
0.10409815942070313,96.73937613019892,0.11199398584020652,96.83580065544129
0.10220949635731484,96.65743670886076,0.10835868155704342,97.05051418239348
0.10088486560059554,96.7761075949367,0.12544918235846989,95.10679172787886
0.0964488006393959,96.875,0.11658911612018835,96.51938072098542
0.09503801237576208,96.9004294755877,0.10734111991905265,96.71149282404791
0.09064484272441856,96.96541591320073,0.1080468563403157,96.58718499265454
0.08679059017314887,97.07843580470163,0.1282307542290994,97.35563340490451
0.08740620164429705,97.0360533453888,0.09911753705588819,97.43473838851848
0.08193370295860292,97.22253616636527,0.10342951012413493,96.28206577014352
