train_loss,train_accuracy,val_loss,val_accuracy
0.16925313471683434,93.34973166368515,0.16498561978170817,94.61634770166339
0.12079567330756358,95.4561717352415,0.11684205279346895,95.29601144696834
0.0919236318660634,96.53398926654741,0.09991713518022814,96.65533893757825
0.08040628334773438,96.84257602862255,0.07835228217829188,97.13825791450546
0.0683869151012706,97.48211091234347,0.08491227004296062,96.79842604185298
0.05719697736735855,97.90250447227191,0.06643220335668461,97.29923090681453
0.050868213674319644,98.19320214669052,0.08786558293187144,96.49436594526918
0.04193192792041892,98.44812164579606,0.06596427896478087,97.639062779467
0.037030091384824895,98.65831842576029,0.06824874739554203,97.99678054015382
0.03664151696820876,98.7030411449016,0.05359484122428429,98.2114111965659
0.026447909438034652,99.03398926654741,0.07472103843677112,97.35288857091754
0.02725330263658959,98.98926654740609,0.046900040075177625,98.64067250939009
0.0253086333155183,99.01162790697674,0.06378533257322322,98.0325523162225
0.026427540469199554,99.03846153846153,0.06989811505726803,97.99678054015382
0.02039487964041265,99.27996422182468,0.05130029064424558,98.46181362904669
