train_loss,train_accuracy,val_loss,val_accuracy
0.2079399874935745,93.28379294755877,0.17230862282591758,92.25901231777603
0.17442131349665346,93.74152350813743,0.1517532757825131,95.80743586845972
0.15636589637137344,94.17382459312839,0.15642105046954516,95.98824725957735
0.14361880860117957,94.53548824593129,0.12383469714106415,94.94858176065092
0.1336796985161078,94.76435352622062,0.11404379071975998,96.11255509097073
0.12517195989194227,95.19100361663652,0.1049416465081757,94.50785399480168
0.1113076516364787,95.64873417721519,0.12302250181921094,96.14645722680528
0.1050949423029938,95.74762658227849,0.10566791327228006,95.2424002712171
0.09520058184154803,96.188404159132,0.09346453994244551,95.46841451011414
0.08748608736479638,96.53311482820976,0.0868259135017292,96.03345010735676
0.08023602609643898,96.8382685352622,0.10758740077023025,94.08972765284213
0.07379591928973497,97.0247513562387,0.07716972419737483,96.57588428070969
0.06670935463183854,97.31860307414105,0.0787585526738289,97.0731156062832
0.06629900208288705,97.4118444846293,0.06573380050148896,96.8810035032207
0.059895304666375694,97.64353526220614,0.06601186011743684,97.7850604588089
